model,dataset,method,id,true_label,true_cwe,true_lines,pred_label,pred_cwe,pred_lines,retrieved_mistake_ids,retrieved_scores,retrieved_error_types,retrieved_true_cwes,retrieved_pred_cwes,raw
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE253_Incorrect_Check_of_Function_Return_Value/CWE253_Incorrect_Check_of_Function_Return_Value__wchar_t_fscanf_15.c::good,0,78,[],0,,[],"[""253-8"", ""22-10"", ""362-5""]","[0.3743404796279687, 0.28281970048242944, 0.24561258721519885]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(22), np.int64(362)]""","[78.0, 78.0, NaN]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE253_Incorrect_Check_of_Function_Return_Value/CWE253_Incorrect_Check_of_Function_Return_Value__wchar_t_fscanf_15.c::bad,1,78,[],1,253.0,[21],"[""253-10"", ""253-4"", ""253-8""]","[0.32070226700614163, 0.2536839164187319, 0.21022665337827312]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[78.0, NaN, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 21,
        ""cwe"": 253,
        ""message"": ""Incorrect check of function return value. The return value of fwscanf should be checked against EOF instead of 0."",
        ""line_content"": ""if (fwscanf(stdin, L\""%99s\\0\"", data) == 0)""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE426_Untrusted_Search_Path/CWE426_Untrusted_Search_Path__char_popen_33.cpp::good,0,190,[],0,,[],"[""22-8"", ""22-9"", ""78-10""]","[0.32420307498762324, 0.31400206387302243, 0.21800477541092494]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(22), np.int64(22), np.int64(78)]""","[78.0, 78.0, 78.0]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE426_Untrusted_Search_Path/CWE426_Untrusted_Search_Path__char_popen_33.cpp::bad,1,190,[],1,426.0,"[26, 32]","[""22-8"", ""22-9"", ""253-10""]","[0.3375707917721298, 0.3337171994612074, 0.3327255598930843]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(22), np.int64(22), np.int64(253)]""","[78.0, 78.0, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 26,
        ""cwe"": 426,
        ""message"": ""Untrusted search path used in popen call."",
        ""line_content"": ""strcpy(data, BAD_OS_COMMAND);""
    },
    {
        ""severity"": ""High"",
        ""line"": 32,
        ""cwe"": 426,
        ""message"": ""Untrusted search path used in popen call."",
        ""line_content"": ""pipe = POPEN(data, \""wb\"");""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_loop_66a.c::good,0,125,[],1,122.0,[24],"[""253-8"", ""253-4"", ""415-9""]","[0.2823731572708967, 0.28220791420886515, 0.2697762836812989]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(415)]""","[78.0, NaN, 190.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 122,
        ""message"": ""Heap-based buffer overflow due to insufficient allocation for the string."",
        ""line_content"": ""char *data = (char *)malloc(10);""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_loop_66a.c::bad,1,125,[],1,122.0,[24],"[""253-10"", ""253-4"", ""415-9""]","[0.4141257851499478, 0.3782478049425593, 0.2368374451956101]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(415)]""","[78.0, NaN, 190.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 122,
        ""message"": ""Heap-based buffer overflow due to insufficient allocation size."",
        ""line_content"": ""data = (char *)malloc(10*sizeof(char));""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE590_Free_Memory_Not_on_Heap/s02/CWE590_Free_Memory_Not_on_Heap__delete_class_declare_67a.cpp::good,0,89,[],1,590.0,[22],"[""253-8"", ""253-10"", ""253-4""]","[0.3017548449490554, 0.29097459158649774, 0.24052457281341047]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[78.0, 78.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 22,
        ""cwe"": 590,
        ""message"": ""Memory allocated on the stack is being freed with 'delete'. This can lead to undefined behavior."",
        ""line_content"": ""TwoIntsClass * structFirst;""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE590_Free_Memory_Not_on_Heap/s02/CWE590_Free_Memory_Not_on_Heap__delete_class_declare_67a.cpp::bad,1,89,[],1,590.0,[24],"[""253-10"", ""253-4"", ""253-8""]","[0.5087942180490419, 0.41804282940986004, 0.17268798168391558]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[78.0, NaN, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 590,
        ""message"": ""Memory allocated on the stack is being freed."",
        ""line_content"": ""data = &dataBuffer;""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE129_large_18.c::good,0,125,[],0,,[],"[""253-8"", ""674-5"", ""22-10""]","[0.27491779855541154, 0.23157670380564288, 0.21653775077054818]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(674), np.int64(22)]""","[78.0, NaN, 78.0]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE129_large_18.c::bad,1,125,[],1,122.0,"[24, 26]","[""415-9"", ""134-9"", ""674-5""]","[0.39306854048815837, 0.25732068413488607, 0.24653674622819946]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(415), np.int64(134), np.int64(674)]""","[190.0, 190.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 122,
        ""message"": ""Potential heap-based buffer overflow due to improper bounds checking."",
        ""line_content"": ""if (data >= 0)""
    },
    {
        ""severity"": ""High"",
        ""line"": 26,
        ""cwe"": 122,
        ""message"": ""Potential heap-based buffer overflow due to improper bounds checking."",
        ""line_content"": ""buffer[data] = 1;""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s03/CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_int_memcpy_18.cpp::good,0,134,[],0,,[],"[""253-8"", ""134-9"", ""134-8""]","[0.40993791213629965, 0.31401249968671374, 0.27124797386056515]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(253), np.int64(134), np.int64(134)]""","[78.0, 190.0, 89.0]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s03/CWE122_Heap_Based_Buffer_Overflow__cpp_CWE805_int_memcpy_18.cpp::bad,1,134,[],1,122.0,"[22, 26]","[""253-10"", ""253-4"", ""134-9""]","[0.45852703462995503, 0.39199916692733533, 0.2698560087703027]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(134)]""","[78.0, NaN, 190.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 22,
        ""cwe"": 122,
        ""message"": ""Potential heap-based buffer overflow due to insufficient allocation size."",
        ""line_content"": ""data = new int[50];""
    },
    {
        ""severity"": ""High"",
        ""line"": 26,
        ""cwe"": 122,
        ""message"": ""Potential heap-based buffer overflow due to use of memcpy with incorrect size."",
        ""line_content"": ""memcpy(data, source, 100*sizeof(int));""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE590_Free_Memory_Not_on_Heap/s02/CWE590_Free_Memory_Not_on_Heap__delete_array_struct_declare_68a.cpp::good,0,89,[],1,590.0,[14],"[""253-8"", ""253-10"", ""253-4""]","[0.31776123957955, 0.30640915450517014, 0.25328304643935184]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[78.0, 78.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 14,
        ""cwe"": 590,
        ""message"": ""Memory allocated on the stack is being freed."",
        ""line_content"": ""twoIntsStruct * CWE590_Free_Memory_Not_on_Heap__delete_array_struct_declare_68_badData;""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE590_Free_Memory_Not_on_Heap/s02/CWE590_Free_Memory_Not_on_Heap__delete_array_struct_declare_68a.cpp::bad,1,89,[],1,590.0,[24],"[""253-10"", ""253-4"", ""787-7""]","[0.5538865662248212, 0.4559773327999122, 0.19535346696816028]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(787)]""","[78.0, NaN, 680.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 590,
        ""message"": ""Memory allocated on the stack is being freed."",
        ""line_content"": ""data = dataBuffer;""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s08/CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_memcpy_54b.c::good,0,22,[],0,,[],"[""253-10"", ""253-4"", ""253-8""]","[0.3599683607226651, 0.28814478331608273, 0.24196552587111203]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[78.0, NaN, 78.0]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s08/CWE122_Heap_Based_Buffer_Overflow__c_CWE805_int_memcpy_54b.c::bad,1,22,[],0,,[],"[""253-10"", ""253-4"", ""253-8""]","[0.36887619115614834, 0.2952752568524776, 0.24795324065493737]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[78.0, NaN, 78.0]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_67b.c::good,0,125,[],0,,[],"[""415-9"", ""134-9"", ""787-7""]","[0.454413257914803, 0.3314224237539097, 0.28957607358968696]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(134), np.int64(787)]""","[190.0, 190.0, 680.0]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE129_fscanf_67b.c::bad,1,125,[],1,122.0,[24],"[""415-9"", ""134-9"", ""253-8""]","[0.4308694163672649, 0.2686865515630672, 0.25755669300513495]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(134), np.int64(253)]""","[190.0, 190.0, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 122,
        ""message"": ""Potential heap-based buffer overflow due to improper bounds checking."",
        ""line_content"": ""if (data >= 0)""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s08/CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_loop_54a.c::good,0,22,[],0,,[],"[""253-8"", ""253-10"", ""253-4""]","[0.3241226896231616, 0.3113667361347542, 0.2497373012182746]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[78.0, 78.0, NaN]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s08/CWE122_Heap_Based_Buffer_Overflow__c_CWE805_struct_loop_54a.c::bad,1,22,[],1,122.0,[18],"[""253-10"", ""253-4"", ""253-8""]","[0.41794493050867826, 0.3461736052361177, 0.23432870112919893]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[78.0, NaN, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 18,
        ""cwe"": 122,
        ""message"": ""Heap-based buffer overflow due to insufficient allocation size."",
        ""line_content"": ""data = (twoIntsStruct *)malloc(50*sizeof(twoIntsStruct));""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE253_Incorrect_Check_of_Function_Return_Value/CWE253_Incorrect_Check_of_Function_Return_Value__char_sscanf_02.c::good,0,78,[],0,,[],"[""253-8"", ""22-10"", ""362-5""]","[0.35312054916883906, 0.2756086675152523, 0.2300606253238136]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(22), np.int64(362)]""","[78.0, 78.0, NaN]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE253_Incorrect_Check_of_Function_Return_Value/CWE253_Incorrect_Check_of_Function_Return_Value__char_sscanf_02.c::bad,1,78,[],1,253.0,[21],"[""253-4"", ""253-10"", ""253-8""]","[0.35829173674749537, 0.33082891818619414, 0.22370105436870402]","[""false_negative"", ""false_positive"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[NaN, 78.0, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 21,
        ""cwe"": 253,
        ""message"": ""Incorrect check of function return value. The return value of sscanf should be checked against EOF instead of 0."",
        ""line_content"": ""if (sscanf(SRC_STRING, \""%99s\\0\"", data) == 0)""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE590_Free_Memory_Not_on_Heap/s02/CWE590_Free_Memory_Not_on_Heap__delete_array_struct_declare_11.cpp::good,0,89,[],1,590.0,[17],"[""253-8"", ""22-10"", ""362-5""]","[0.3739854932406865, 0.3002197501735414, 0.23850755902425705]","[""false_positive"", ""false_positive"", ""false_negative""]","""[np.int64(253), np.int64(22), np.int64(362)]""","[78.0, 78.0, NaN]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 17,
        ""cwe"": 590,
        ""message"": ""Memory allocated on the stack is being freed with 'delete[]'. This can lead to undefined behavior."",
        ""line_content"": ""return 0;""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE590_Free_Memory_Not_on_Heap/s02/CWE590_Free_Memory_Not_on_Heap__delete_array_struct_declare_11.cpp::bad,1,89,[],1,590.0,[24],"[""253-10"", ""253-4"", ""787-7""]","[0.5293456239963255, 0.43930960853175827, 0.199977349462866]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(787)]""","[78.0, NaN, 680.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 590,
        ""message"": ""Memory allocated on the stack is being freed."",
        ""line_content"": ""delete [] data;""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE590_Free_Memory_Not_on_Heap/s02/CWE590_Free_Memory_Not_on_Heap__delete_char_alloca_54d.cpp::good,0,89,[],1,590.0,[26],"[""253-10"", ""253-4"", ""253-8""]","[0.3529763618957322, 0.2856734723195432, 0.22210705989047522]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[78.0, NaN, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 26,
        ""cwe"": 590,
        ""message"": ""Memory deallocation error: 'data' was allocated on the stack with 'alloca()', which should be freed with 'free()' instead."",
        ""line_content"": ""goodG2BSink_e(data);""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE590_Free_Memory_Not_on_Heap/s02/CWE590_Free_Memory_Not_on_Heap__delete_char_alloca_54d.cpp::bad,1,89,[],1,590.0,[26],"[""253-10"", ""253-4"", ""253-8""]","[0.37053850562577856, 0.2998869979896254, 0.23315787385519826]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(253), np.int64(253)]""","[78.0, NaN, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 26,
        ""cwe"": 590,
        ""message"": ""Memory deallocation error: 'data' was allocated on the stack with 'alloca()', which should be freed with 'free()' instead."",
        ""line_content"": ""badSink_e(data);""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE129_listen_socket_54b.c::good,0,125,[],0,,[],"[""253-10"", ""253-4"", ""770-1""]","[0.3670987464868089, 0.3167806591293892, 0.24968878201673447]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(253), np.int64(253), np.int64(770)]""","[78.0, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE129_listen_socket_54b.c::bad,1,125,[],0,,[],"[""253-10"", ""253-4"", ""770-1""]","[0.3210782302923678, 0.2849184252379441, 0.2583937058837399]","[""false_positive"", ""false_negative"", ""false_negative""]","""[np.int64(253), np.int64(253), np.int64(770)]""","[78.0, NaN, NaN]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE129_rand_68b.c::good,0,125,[],0,,[],"[""415-9"", ""134-9"", ""787-7""]","[0.4584318801396604, 0.33324167612014616, 0.29560892262793864]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(134), np.int64(787)]""","[190.0, 190.0, 680.0]","```json
[]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE129_rand_68b.c::bad,1,125,[],1,122.0,[24],"[""415-9"", ""134-9"", ""253-8""]","[0.4365003212525281, 0.2711169797353314, 0.2578654304871765]","[""false_positive"", ""false_positive"", ""false_positive""]","""[np.int64(415), np.int64(134), np.int64(253)]""","[190.0, 190.0, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 122,
        ""message"": ""Potential heap-based buffer overflow due to improper bounds checking."",
        ""line_content"": ""if (data >= 0)""
    }
]
```"
qwen25_coder_7b,Juliet_overlap_250,F_errorlock_from_castle,juliet::testcases/CWE122_Heap_Based_Buffer_Overflow/s06/CWE122_Heap_Based_Buffer_Overflow__c_CWE193_char_cpy_03.c::good,0,125,[],1,122.0,[24],"[""253-8"", ""362-5"", ""22-10""]","[0.3149056798582481, 0.26953770243459235, 0.2551012346852352]","[""false_positive"", ""false_negative"", ""false_positive""]","""[np.int64(253), np.int64(362), np.int64(22)]""","[78.0, NaN, 78.0]","```json
[
    {
        ""severity"": ""High"",
        ""line"": 24,
        ""cwe"": 122,
        ""message"": ""Heap-based buffer overflow due to insufficient allocation for the null terminator."",
        ""line_content"": ""char *data = (char *)malloc(SRC_STRING);""
    }
]
```"
